"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"EDF","Anchorage, AK","ANC","Anchorage, AK",
"EDF","Anchorage, AK","TNC","Tin City, AK",
"EDF","Anchorage, AK","TLJ","Tatalina, AK",
"EDF","Anchorage, AK","CZF","Cape Romanzof, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","KWN","Quinhagak, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","KWN","Quinhagak, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","KWN","Quinhagak, AK",
"EEK","Eek, AK","WNA","Napakiak, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","CZF","Cape Romanzof, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","GNU","Goodnews Bay, AK",
"EEK","Eek, AK","PTU","Platinum, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","KWN","Quinhagak, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","ANI","Aniak, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EEK","Eek, AK","BET","Bethel, AK",
"EFD","Houston, TX","SCF","Phoenix, AZ",
"EFD","Houston, TX","GRB","Green Bay, WI",
"EFK","Newport, VT","CDW","Caldwell, NJ",
"EGA","Chenega, AK","TEK","Tatitlek, AK",
"EGE","Eagle, CO","DFW","Dallas/Fort Worth, TX",
"EGE","Eagle, CO","DFW","Dallas/Fort Worth, TX",
"EGE","Eagle, CO","MEM","Memphis, TN",
"EGE","Eagle, CO","DEN","Denver, CO",
"EGX","Egegik, AK","AKN","King Salmon, AK",
"EHM","Cape Newenham, AK","EDF","Anchorage, AK",
"EHM","Cape Newenham, AK","BET","Bethel, AK",
"EKO","Elko, NV","SLC","Salt Lake City, UT",
"ELD","El Dorado, AR","MEM","Memphis, TN",
"ELD","El Dorado, AR","DFW","Dallas/Fort Worth, TX",
"ELI","Elim, AK","EMK","Emmonak, AK",
"ELI","Elim, AK","OME","Nome, AK",
"ELI","Elim, AK","UNK","Unalakleet, AK",
"ELI","Elim, AK","GLV","Golovin, AK",
"ELI","Elim, AK","SKK","Shaktoolik, AK",
"ELI","Elim, AK","OME","Nome, AK",
"ELI","Elim, AK","GLV","Golovin, AK",
"ELI","Elim, AK","WMO","White Mountain, AK",
"ELI","Elim, AK","SKK","Shaktoolik, AK",
"ELI","Elim, AK","UNK","Unalakleet, AK",
"ELI","Elim, AK","KKA","Koyuk, AK",
"ELI","Elim, AK","GLV","Golovin, AK",
"ELI","Elim, AK","ANC","Anchorage, AK",
"ELM","Elmira/Corning, NY","DTW","Detroit, MI",
"ELM","Elmira/Corning, NY","DTW","Detroit, MI",
"ELM","Elmira/Corning, NY","BED","Bedford, MA",
"ELM","Elmira/Corning, NY","ROC","Rochester, NY",
"ELM","Elmira/Corning, NY","SFB","Sanford, FL",
"ELM","Elmira/Corning, NY","SFB","Sanford, FL",
"ELM","Elmira/Corning, NY","PIE","St. Petersburg, FL",
"ELP","El Paso, TX","JZT","Arlington, TX",
"ELP","El Paso, TX","DCU","Decatur, AL",
"ELP","El Paso, TX","PTK","Pontiac, MI",
"ELP","El Paso, TX","EVV","Evansville, IN",
"ELP","El Paso, TX","SDF","Louisville, KY",
"ELP","El Paso, TX","ATL","Atlanta, GA",
"ELP","El Paso, TX","DFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","ATL","Atlanta, GA",
"ELP","El Paso, TX","GSP","Greer, SC",
"ELP","El Paso, TX","SVH","Statesville, NC",
"ELP","El Paso, TX","SDF","Louisville, KY",
"ELP","El Paso, TX","EVV","Evansville, IN",
"ELP","El Paso, TX","AFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","ABQ","Albuquerque, NM",
"ELP","El Paso, TX","SDF","Louisville, KY",
"ELP","El Paso, TX","ONT","Ontario, CA",
"ELP","El Paso, TX","SDF","Louisville, KY",
"ELP","El Paso, TX","SEA","Seattle, WA",
"ELP","El Paso, TX","LAS","Las Vegas, NV",
"ELP","El Paso, TX","DAL","Dallas, TX",
"ELP","El Paso, TX","HOU","Houston, TX",
"ELP","El Paso, TX","PHX","Phoenix, AZ",
"ELP","El Paso, TX","ORD","Chicago, IL",
"ELP","El Paso, TX","DFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","CVG","Cincinnati, OH",
"ELP","El Paso, TX","JZT","Arlington, TX",
"ELP","El Paso, TX","AFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","CVG","Cincinnati, OH",
"ELP","El Paso, TX","DAL","Dallas, TX",
"ELP","El Paso, TX","HOU","Houston, TX",
"ELP","El Paso, TX","ORD","Chicago, IL",
"ELP","El Paso, TX","ORD","Chicago, IL",
"ELP","El Paso, TX","IAH","Houston, TX",
"ELP","El Paso, TX","DFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","PHX","Phoenix, AZ",
"ELP","El Paso, TX","AFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","JZT","Arlington, TX",
"ELP","El Paso, TX","HWD","Hayward, CA",
"ELP","El Paso, TX","LIT","Little Rock, AR",
"ELP","El Paso, TX","JZT","Arlington, TX",
"ELP","El Paso, TX","FNT","Flint, MI",
"ELP","El Paso, TX","YIP","Detroit, MI",
"ELP","El Paso, TX","OAK","Oakland, CA",
"ELP","El Paso, TX","JZT","Arlington, TX",
"ELP","El Paso, TX","OKC","Oklahoma City, OK",
"ELP","El Paso, TX","DFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","DFW","Dallas/Fort Worth, TX",
"ELP","El Paso, TX","DEN","Denver, CO",
"ELP","El Paso, TX","MEM","Memphis, TN",
"ELP","El Paso, TX","IND","Indianapolis, IN",
"ELP","El Paso, TX","LAX","Los Angeles, CA",
"ELP","El Paso, TX","MEM","Memphis, TN",
"ELP","El Paso, TX","LAX","Los Angeles, CA",
"ELP","El Paso, TX","MEM","Memphis, TN",
"ELP","El Paso, TX","IND","Indianapolis, IN",
"ELP","El Paso, TX","MEM","Memphis, TN",
"ELP","El Paso, TX","MEM","Memphis, TN",
"ELP","El Paso, TX","IND","Indianapolis, IN",
"ELP","El Paso, TX","LAS","Las Vegas, NV",
"ELP","El Paso, TX","LAS","Las Vegas, NV",
"ELP","El Paso, TX","USA","Concord, NC",
"ELP","El Paso, TX","MLU","Monroe, LA",
"ELP","El Paso, TX","DEN","Denver, CO",
"ELP","El Paso, TX","DEN","Denver, CO",
"ELP","El Paso, TX","DEN","Denver, CO",
"ELP","El Paso, TX","BRO","Brownsville, TX",
"ELP","El Paso, TX","AZA","Phoenix, AZ",
"ELP","El Paso, TX","LRD","Laredo, TX",
"ELP","El Paso, TX","AZA","Phoenix, AZ",
"ELP","El Paso, TX","IFP","Bullhead City, AZ",
"ELP","El Paso, TX","TUS","Tucson, AZ",
"ELV","Elfin Cove, AK","PEC","Pelican, AK",
"ELV","Elfin Cove, AK","JNU","Juneau, AK",
"ELV","Elfin Cove, AK","PEC","Pelican, AK",
"ELV","Elfin Cove, AK","JNU","Juneau, AK",
"EMK","Emmonak, AK","AUK","Alakanuk, AK",
"EMK","Emmonak, AK","KOT","Kotlik, AK",
"EMK","Emmonak, AK","SXP","Sheldon Point, AK",
"EMK","Emmonak, AK","EMK","Emmonak, AK",
"EMK","Emmonak, AK","SVW","Sparrevohn, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","FAI","Fairbanks, AK",
"EMK","Emmonak, AK","ANC","Anchorage, AK",
"EMK","Emmonak, AK","KOT","Kotlik, AK",
"EMK","Emmonak, AK","SXP","Sheldon Point, AK",
"EMK","Emmonak, AK","AUK","Alakanuk, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","OME","Nome, AK",
"EMK","Emmonak, AK","MOU","Mountain Village, AK",
"EMK","Emmonak, AK","KOT","Kotlik, AK",
"EMK","Emmonak, AK","SXP","Sheldon Point, AK",
"EMK","Emmonak, AK","AUK","Alakanuk, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","WBB","Stebbins, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","MOU","Mountain Village, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","AUK","Alakanuk, AK",
"EMK","Emmonak, AK","BET","Bethel, AK",
"EMK","Emmonak, AK","KOT","Kotlik, AK",
"EMK","Emmonak, AK","SXP","Sheldon Point, AK",
"EMK","Emmonak, AK","AUK","Alakanuk, AK",
"EMK","Emmonak, AK","KOT","Kotlik, AK",
"EMK","Emmonak, AK","SXP","Sheldon Point, AK",
"ENA","Kenai, AK","ANC","Anchorage, AK",
"ENA","Kenai, AK","ILI","Iliamna, AK",
"ENA","Kenai, AK","DUT","Unalaska, AK",
"ENA","Kenai, AK","ANC","Anchorage, AK",
"ENA","Kenai, AK","ANC","Anchorage, AK",
"ENA","Kenai, AK","ANC","Anchorage, AK",
"ENA","Kenai, AK","ANC","Anchorage, AK",
"ENA","Kenai, AK","ADQ","Kodiak, AK",
"ENA","Kenai, AK","HOM","Homer, AK",
"ENA","Kenai, AK","JZE","Trading Bay, AK",
"ENA","Kenai, AK","AKN","King Salmon, AK",
"ENA","Kenai, AK","ENA","Kenai, AK",
"ENL","Centralia, IL","RTN","Raton, NM",
"ERI","Erie, PA","CLT","Charlotte, NC",
"ERI","Erie, PA","ILG","Wilmington, DE",
"ERI","Erie, PA","CLT","Charlotte, NC",
"ERI","Erie, PA","ORD","Chicago, IL",
"ESC","Escanaba, MI","MKE","Milwaukee, WI",
"ESC","Escanaba, MI","DTW","Detroit, MI",
"ESD","Eastsound, WA","FRD","Friday Harbor, WA",
"ESD","Eastsound, WA","FRD","Friday Harbor, WA",
"ESD","Eastsound, WA","BLI","Bellingham, WA",
"ESD","Eastsound, WA","BLI","Bellingham, WA",
"ESD","Eastsound, WA","BFI","Seattle, WA",
"ESD","Eastsound, WA","FRD","Friday Harbor, WA",
"ESD","Eastsound, WA","FRD","Friday Harbor, WA",
"ESN","Easton, MD","ASE","Aspen, CO",
"EUG","Eugene, OR","SEA","Seattle, WA",
"EUG","Eugene, OR","LAX","Los Angeles, CA",
"EUG","Eugene, OR","GEG","Spokane, WA",
"EUG","Eugene, OR","SEA","Seattle, WA",
"EUG","Eugene, OR","DEN","Denver, CO",
"EUG","Eugene, OR","DEN","Denver, CO",
"EUG","Eugene, OR","PDX","Portland, OR",
"EUG","Eugene, OR","PDX","Portland, OR",
"EUG","Eugene, OR","LAS","Las Vegas, NV",
"EUG","Eugene, OR","OAK","Oakland, CA",
"EUG","Eugene, OR","AZA","Phoenix, AZ",
"EUG","Eugene, OR","LAX","Los Angeles, CA",
"EUG","Eugene, OR","AZA","Phoenix, AZ",
"EUG","Eugene, OR","DEN","Denver, CO",
"EUG","Eugene, OR","SLC","Salt Lake City, UT",
"EUG","Eugene, OR","GEG","Spokane, WA",
"EUG","Eugene, OR","SEA","Seattle, WA",
"EUG","Eugene, OR","PSC","Pasco/Kennewick/Richland, WA",
"EUG","Eugene, OR","LAX","Los Angeles, CA",
"EUG","Eugene, OR","SFO","San Francisco, CA",
"EUG","Eugene, OR","ICT","Wichita, KS",
"EUG","Eugene, OR","DEN","Denver, CO",
"EUG","Eugene, OR","PHX","Phoenix, AZ",
"EVV","Evansville, IN","CLT","Charlotte, NC",
"EVV","Evansville, IN","SFB","Sanford, FL",
"EVV","Evansville, IN","DFW","Dallas/Fort Worth, TX",
"EVV","Evansville, IN","DFW","Dallas/Fort Worth, TX",
"EVV","Evansville, IN","CLT","Charlotte, NC",
"EVV","Evansville, IN","DFW","Dallas/Fort Worth, TX",
"EVV","Evansville, IN","SFB","Sanford, FL",
"EVV","Evansville, IN","ATL","Atlanta, GA",
"EVV","Evansville, IN","ORD","Chicago, IL",
"EVV","Evansville, IN","DTW","Detroit, MI",
"EVV","Evansville, IN","CHA","Chattanooga, TN",
"EVV","Evansville, IN","QMA","Kennesaw, GA",
"EVV","Evansville, IN","CLT","Charlotte, NC",
"EWB","New Bedford/Fall River, MA","ACK","Nantucket, MA",
"EWB","New Bedford/Fall River, MA","MVY","Martha's Vineyard, MA",
"EWB","New Bedford/Fall River, MA","ACK","Nantucket, MA",
"EWN","New Bern/Morehead/Beaufort, NC","CLT","Charlotte, NC",
"EWN","New Bern/Morehead/Beaufort, NC","CLT","Charlotte, NC",
"EWN","New Bern/Morehead/Beaufort, NC","CAE","Columbia, SC",
"EWN","New Bern/Morehead/Beaufort, NC","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","DTW","Detroit, MI",
"EWR","Newark, NJ","CVG","Cincinnati, OH",
"EWR","Newark, NJ","MSP","Minneapolis, MN",
"EWR","Newark, NJ","MSP","Minneapolis, MN",
"EWR","Newark, NJ","SLC","Salt Lake City, UT",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","BUF","Buffalo, NY",
"EWR","Newark, NJ","JFK","New York, NY",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","DTW","Detroit, MI",
"EWR","Newark, NJ","CVG","Cincinnati, OH",
"EWR","Newark, NJ","BUF","Buffalo, NY",
"EWR","Newark, NJ","STL","St. Louis, MO",
"EWR","Newark, NJ","SYR","Syracuse, NY",
"EWR","Newark, NJ","ORF","Norfolk, VA",
"EWR","Newark, NJ","IND","Indianapolis, IN",
"EWR","Newark, NJ","PIT","Pittsburgh, PA",
"EWR","Newark, NJ","DCA","Washington, DC",
"EWR","Newark, NJ","RIC","Richmond, VA",
"EWR","Newark, NJ","ALB","Albany, NY",
"EWR","Newark, NJ","SYR","Syracuse, NY",
"EWR","Newark, NJ","ORF","Norfolk, VA",
"EWR","Newark, NJ","PVD","Providence, RI",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","PQI","Presque Isle/Houlton, ME",
"EWR","Newark, NJ","BTV","Burlington, VT",
"EWR","Newark, NJ","ROC","Rochester, NY",
"EWR","Newark, NJ","PWM","Portland, ME",
"EWR","Newark, NJ","SAV","Savannah, GA",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","SAN","San Diego, CA",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","JAX","Jacksonville, FL",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","PHX","Phoenix, AZ",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","CHS","Charleston, SC",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","ONT","Ontario, CA",
"EWR","Newark, NJ","RFD","Rockford, IL",
"EWR","Newark, NJ","PHL","Philadelphia, PA",
"EWR","Newark, NJ","SDF","Louisville, KY",
"EWR","Newark, NJ","SDF","Louisville, KY",
"EWR","Newark, NJ","PHL","Philadelphia, PA",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","SDF","Louisville, KY",
"EWR","Newark, NJ","SDF","Louisville, KY",
"EWR","Newark, NJ","SEA","Seattle, WA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","SEA","Seattle, WA",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","SAN","San Diego, CA",
"EWR","Newark, NJ","SEA","Seattle, WA",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","BNA","Nashville, TN",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","BOS","Boston, MA",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","STT","Charlotte Amalie, VI",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","BGR","Bangor, ME",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","SAT","San Antonio, TX",
"EWR","Newark, NJ","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","BOS","Boston, MA",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","STT","Charlotte Amalie, VI",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","CHS","Charleston, SC",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","MSY","New Orleans, LA",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","BOS","Boston, MA",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","SEA","Seattle, WA",
"EWR","Newark, NJ","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","MSY","New Orleans, LA",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","BOS","Boston, MA",
"EWR","Newark, NJ","PHX","Phoenix, AZ",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","PHX","Phoenix, AZ",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","OWD","Norwood, MA",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","SAN","San Diego, CA",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","BOS","Boston, MA",
"EWR","Newark, NJ","PHX","Phoenix, AZ",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","SFO","San Francisco, CA",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","DEN","Denver, CO",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","MCI","Kansas City, MO",
"EWR","Newark, NJ","BMG","Bloomington, IN",
"EWR","Newark, NJ","LAN","Lansing, MI",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","LAX","Los Angeles, CA",
"EWR","Newark, NJ","CVG","Cincinnati, OH",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","BNA","Nashville, TN",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","BED","Bedford, MA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","MDW","Chicago, IL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","DTW","Detroit, MI",
"EWR","Newark, NJ","CVG","Cincinnati, OH",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","STL","St. Louis, MO",
"EWR","Newark, NJ","SAT","San Antonio, TX",
"EWR","Newark, NJ","CMH","Columbus, OH",
"EWR","Newark, NJ","EYW","Key West, FL",
"EWR","Newark, NJ","JAX","Jacksonville, FL",
"EWR","Newark, NJ","SYR","Syracuse, NY",
"EWR","Newark, NJ","CLT","Charlotte, NC",
"EWR","Newark, NJ","ORF","Norfolk, VA",
"EWR","Newark, NJ","IND","Indianapolis, IN",
"EWR","Newark, NJ","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","PVD","Providence, RI",
"EWR","Newark, NJ","MSY","New Orleans, LA",
"EWR","Newark, NJ","PIT","Pittsburgh, PA",
"EWR","Newark, NJ","BNA","Nashville, TN",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","SRQ","Sarasota/Bradenton, FL",
"EWR","Newark, NJ","MCI","Kansas City, MO",
"EWR","Newark, NJ","DCA","Washington, DC",
"EWR","Newark, NJ","CHS","Charleston, SC",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","RIC","Richmond, VA",
"EWR","Newark, NJ","PWM","Portland, ME",
"EWR","Newark, NJ","SAV","Savannah, GA",
"EWR","Newark, NJ","CLE","Cleveland, OH",
"EWR","Newark, NJ","BUF","Buffalo, NY",
"EWR","Newark, NJ","STL","St. Louis, MO",
"EWR","Newark, NJ","SAT","San Antonio, TX",
"EWR","Newark, NJ","CMH","Columbus, OH",
"EWR","Newark, NJ","EYW","Key West, FL",
"EWR","Newark, NJ","JAX","Jacksonville, FL",
"EWR","Newark, NJ","SYR","Syracuse, NY",
"EWR","Newark, NJ","MSP","Minneapolis, MN",
"EWR","Newark, NJ","CLT","Charlotte, NC",
"EWR","Newark, NJ","ORF","Norfolk, VA",
"EWR","Newark, NJ","IND","Indianapolis, IN",
"EWR","Newark, NJ","RDU","Raleigh/Durham, NC",
"EWR","Newark, NJ","PVD","Providence, RI",
"EWR","Newark, NJ","PIT","Pittsburgh, PA",
"EWR","Newark, NJ","IAD","Washington, DC",
"EWR","Newark, NJ","BNA","Nashville, TN",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","SRQ","Sarasota/Bradenton, FL",
"EWR","Newark, NJ","MCI","Kansas City, MO",
"EWR","Newark, NJ","DCA","Washington, DC",
"EWR","Newark, NJ","BTV","Burlington, VT",
"EWR","Newark, NJ","CHS","Charleston, SC",
"EWR","Newark, NJ","PBI","West Palm Beach/Palm Beach, FL",
"EWR","Newark, NJ","RIC","Richmond, VA",
"EWR","Newark, NJ","ROC","Rochester, NY",
"EWR","Newark, NJ","PWM","Portland, ME",
"EWR","Newark, NJ","SAV","Savannah, GA",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","TPA","Tampa, FL",
"EWR","Newark, NJ","ATL","Atlanta, GA",
"EWR","Newark, NJ","FLL","Fort Lauderdale, FL",
"EWR","Newark, NJ","RSW","Fort Myers, FL",
"EWR","Newark, NJ","MCO","Orlando, FL",
"EWR","Newark, NJ","IAH","Houston, TX",
"EWR","Newark, NJ","MYR","Myrtle Beach, SC",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","AUS","Austin, TX",
"EWR","Newark, NJ","LAS","Las Vegas, NV",
"EWR","Newark, NJ","MYR","Myrtle Beach, SC",
"EWR","Newark, NJ","SJU","San Juan, PR",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
"EWR","Newark, NJ","CLT","Charlotte, NC",
"EWR","Newark, NJ","DFW","Dallas/Fort Worth, TX",
"EWR","Newark, NJ","MIA","Miami, FL",
"EWR","Newark, NJ","ORD","Chicago, IL",
